,title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,Date,Year,Month,Day,Hour
351,"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,11-04-2014 08:16,0,6,green,1,650,us,0,3.787,16.0,mww,20.0,-6.7878,154.95,"Panguna, Papua New Guinea",, Papua New Guinea,2014-11-04,2014,11,4,8
352,"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,11-04-2014 07:07,0,7,green,1,776,us,0,3.729,21.0,mww,60.53,-6.5858,155.048,"Panguna, Papua New Guinea",,Papua New Guinea,2014-11-04,2014,11,4,7
353,"M 7.7 - 53 km SW of Iquique, Chile",7.7,03-04-2014 02:43,8,9,yellow,1,1057,us,0,1.029,44.0,mww,22.4,-20.5709,-70.4931,"Iquique, Chile",, Chile,2014-03-04,2014,3,4,2
354,"M 6.5 - 45 km WSW of Iquique, Chile",6.5,03-04-2014 01:58,7,7,green,0,670,us,0,0.828,82.0,mww,24.07,-20.3113,-70.5756,"Iquique, Chile",, Chile,2014-03-04,2014,3,4,1
355,"M 6.9 - 90 km WNW of Iquique, Chile",6.9,01-04-2014 23:57,0,5,green,0,732,us,0,0.828,119.0,mww,28.42,-19.8927,-70.9455,"Iquique, Chile",, Chile,2014-01-04,2014,1,4,23
356,"M 8.2 - 93 km NW of Iquique, Chile",8.2,01-04-2014 23:46,9,8,yellow,1,1332,us,0,0.609,23.0,mww,25.0,-19.6097,-70.7691,"Iquique, Chile",, Chile,2014-01-04,2014,1,4,23
357,"M 6.7 - 63 km WNW of Iquique, Chile",6.7,16-03-2014 21:16,7,7,green,1,718,us,0,1.008,44.0,mww,20.0,-19.9807,-70.7022,"Iquique, Chile",, Chile,2014-03-16,2014,3,16,21
358,"M 6.8 - 77 km WNW of Indianola, California",6.8,10-03-2014 05:18,5,5,green,1,1211,nc,112,0.6568,229.0,mw,16.441,40.8287,-125.134,"Indianola, California",, California,2014-10-03,2014,10,3,5
359,"M 6.5 - 109 km NW of Nago, Japan",6.5,02-03-2014 20:11,4,5,green,1,668,us,0,1.001,17.0,mww,119.0,27.4312,127.367,"Nago, Japan",, Japan,2014-02-03,2014,2,3,20
360,"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,18-02-2014 09:27,5,4,green,1,681,us,0,1.635,30.0,mww,14.83,14.6682,-58.9272,"Greenland, Barbados",, Barbados,2014-02-18,2014,2,18,9
361,"M 6.9 - 272 km ESE of Hotan, China",6.9,12-02-2014 09:19,3,8,yellow,0,733,us,0,7.496,18.0,mww,10.0,35.9053,82.5864,"Hotan, China",Asia,People's Republic of China,2014-12-02,2014,12,2,9
362,"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,07-02-2014 08:40,0,5,green,1,650,us,0,0.409,20.0,mww,122.0,-15.0691,167.372,"Port-Olry, Vanuatu",,Vanuatu,2014-07-02,2014,7,2,8
363,M 6.5 - south of the Kermadec Islands,6.5,02-02-2014 09:26,0,3,green,1,650,us,0,3.651,22.0,mww,44.26,-32.9076,-177.881,the Kermadec Islands,,,2014-02-02,2014,2,2,9
364,"M 6.5 - 32 km W of Sola, Vanuatu",6.5,01-01-2014 16:03,0,4,green,1,650,us,0,3.997,14.0,mww,187.0,-13.8633,167.249,"Sola, Vanuatu",,Vanuatu,2014-01-01,2014,1,1,16
365,M 6.5 - Fiji region,6.5,23-11-2013 07:48,3,4,green,0,651,us,0,5.194,22.0,mww,371.0,-17.1171,-176.545,Fiji region,,,2013-11-23,2013,11,23,7
366,M 7.7 - Scotia Sea,7.7,17-11-2013 09:04,1,8,green,1,912,us,0,8.05,23.0,mww,10.0,-60.2738,-46.4011,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the),2013-11-17,2013,11,17,9
367,M 6.9 - Scotia Sea,6.9,16-11-2013 03:34,0,5,green,1,732,us,0,8.284,17.0,mww,9.97,-60.2627,-47.0621,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the),2013-11-16,2013,11,16,3
368,"M 6.6 - 41 km SSW of Coquimbo, Chile",6.6,31-10-2013 23:03,6,7,green,1,723,us,0,0.636,31.0,mww,27.0,-30.2921,-71.5215,"Coquimbo, Chile",South America,Chile,2013-10-31,2013,10,31,23
369,"M 7.1 - off the east coast of Honshu, Japan",7.1,25-10-2013 17:10,6,4,green,1,872,us,0,3.968,10.0,mww,35.0,37.1557,144.661,"off the east coast of Honshu, Japan",, Japan,2013-10-25,2013,10,25,17
370,"M 6.6 - 98 km SW of Etchoropo, Mexico",6.6,19-10-2013 17:54,8,5,green,1,692,us,0,1.98,44.0,mww,9.45,26.0913,-110.321,"Etchoropo, Mexico",, Mexico,2013-10-19,2013,10,19,17
371,"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.8,16-10-2013 10:30,0,6,green,1,711,us,0,5.79,9.0,mww,35.0,-6.4456,154.931,"Panguna, Papua New Guinea",,Papua New Guinea,2013-10-16,2013,10,16,10
372,"M 7.1 - 4 km SE of Sagbayan, Philippines",7.1,15-10-2013 00:12,9,8,orange,1,1092,us,0,3.144,12.0,mww,19.04,9.8796,124.117,"Sagbayan, Philippines",,Philippines,2013-10-15,2013,10,15,0
373,"M 6.6 - 36 km W of Kíssamos, Greece",6.6,12-10-2013 13:11,5,6,yellow,0,691,us,0,1.984,40.0,mww,40.0,35.5142,23.2523,"Kíssamos, Greece",Europe, Greece,2013-12-10,2013,12,10,13
374,M 6.7 - Sea of Okhotsk,6.7,01-10-2013 03:38,0,3,green,0,691,us,0,2.958,11.0,mww,573.0,53.1995,152.786,Okhotsk,,,2013-01-10,2013,1,10,3
375,"M 6.5 - Kermadec Islands, New Zealand",6.5,30-09-2013 05:55,0,4,green,1,650,us,0,1.709,21.0,mww,41.54,-30.9255,-178.323,"Kermadec Islands, New Zealand",, New Zealand,2013-09-30,2013,9,30,5
376,"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.8,28-09-2013 07:34,7,7,orange,0,1005,us,0,7.359,17.0,mww,12.0,27.1825,65.5052,"Khuzdar, Pakistan",Asia,Pakistan,2013-09-28,2013,9,28,7
377,"M 7.1 - 16 km WSW of Atiquipa, Peru",7.1,25-09-2013 16:42,8,7,green,1,843,us,0,4.446,17.0,mww,40.0,-15.8385,-74.5112,"Atiquipa, Peru",,Peru,2013-09-25,2013,9,25,16
378,"M 7.7 - 113 km NW of Bela, Pakistan",7.7,24-09-2013 11:29,5,8,red,0,2015,us,0,7.241,17.0,mww,15.0,26.951,65.5009,"Bela, Pakistan",Asia,Pakistan,2013-09-24,2013,9,24,11
379,"M 6.5 - 81 km SSW of Atka, Alaska",6.5,04-09-2013 02:32,0,6,green,1,650,us,0,0.735,24.0,mww,20.0,51.5573,-174.767,"Atka, Alaska",, Alaska,2013-04-09,2013,4,9,2
380,"M 6.5 - Izu Islands, Japan region",6.5,04-09-2013 00:18,5,3,green,0,739,us,0,3.276,26.0,mww,402.0,29.9377,138.833,"Izu Islands, Japan region",, Japan region,2013-04-09,2013,4,9,0
381,"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.5,01-09-2013 11:52,4,5,green,0,668,us,0,3.097,11.0,mww,112.0,-7.44,128.221,"Lospalos, Timor Leste",,Indonesia,2013-01-09,2013,1,9,11
382,"M 7.0 - 101 km SW of Atka, Alaska",7.0,30-08-2013 16:25,5,6,green,0,758,us,0,0.624,53.0,mww,29.0,51.537,-175.23,"Atka, Alaska",, Alaska,2013-08-30,2013,8,30,16
383,"M 6.5 - 29 km SE of Blenheim, New Zealand",6.5,16-08-2013 02:31,9,7,yellow,1,690,us,0,0.0,0.0,mww,8.2,-41.734,174.152,"Blenheim, New Zealand",,New Zealand,2013-08-16,2013,8,16,2
384,"M 6.7 - 101 km WSW of Bahía Solano, Colombia",6.7,13-08-2013 15:43,4,5,green,1,715,us,0,3.741,22.0,mww,12.0,5.7732,-78.1999,"Bahía Solano, Colombia",, Colombia,2013-08-13,2013,8,13,15
385,"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.5,21-07-2013 05:09,6,7,yellow,1,693,us,229,0.0,20.0,mww,17.0,-41.704,174.337,"Blenheim, New Zealand",,New Zealand,2013-07-21,2013,7,21,5
386,M 7.3 - South Sandwich Islands region,7.3,15-07-2013 14:03,0,6,green,1,820,us,398,0.0,43.0,mww,11.0,-60.857,-25.07,South Sandwich Islands region,,United Kingdom of Great Britain and Northern Ireland (the),2013-07-15,2013,7,15,14
387,"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.6,07-07-2013 20:30,4,6,green,0,674,us,139,0.0,14.0,mww,56.0,-6.029,149.706,"Kandrian, Papua New Guinea",,Papua New Guinea,2013-07-07,2013,7,7,20
388,"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.3,07-07-2013 18:35,0,4,green,1,820,us,117,0.0,24.0,mww,385.5,-3.917,153.927,"Kokopo, Papua New Guinea",,Papua New Guinea,2013-07-07,2013,7,7,18
389,M 6.6 - northern Mid-Atlantic Ridge,6.6,24-06-2013 22:04,0,7,green,1,670,us,111,0.0,16.0,mww,10.0,10.701,-42.594,northern Mid-Atlantic Ridge,,,2013-06-24,2013,6,24,22
390,"M 6.5 - 44 km W of Masachapa, Nicaragua",6.5,15-06-2013 17:34,5,6,green,1,679,us,698,0.0,27.0,mww,30.0,11.763,-86.926,"Masachapa, Nicaragua",, Nicaragua,2013-06-15,2013,6,15,17
391,"M 6.7 - south of Java, Indonesia",6.7,13-06-2013 16:47,5,4,green,0,710,us,515,0.0,24.0,mww,9.0,-10.004,107.236,"Java, Indonesia",, Indonesia,2013-06-13,2013,6,13,16
392,M 6.7 - Sea of Okhotsk,6.7,24-05-2013 14:56,0,3,green,1,691,us,217,0.0,25.2,mwb,624.0,52.235,151.444,Okhotsk,,,2013-05-24,2013,5,24,14
393,M 8.3 - Sea of Okhotsk,8.3,24-05-2013 05:44,5,5,green,1,1115,us,385,0.0,10.0,mww,598.1,54.892,153.221,Okhotsk,,,2013-05-24,2013,5,24,5
394,"M 7.4 - 292 km SW of Vaini, Tonga",7.4,23-05-2013 17:19,0,6,green,1,842,us,626,0.0,16.0,mww,173.7,-23.009,-177.232,"Vaini, Tonga",, Tonga,2013-05-23,2013,5,23,17
395,"M 6.8 - Pagan region, Northern Mariana Islands",6.8,14-05-2013 00:32,0,3,green,0,711,us,131,0.0,18.0,mww,602.2,18.728,145.288,"Pagan region, Northern Mariana Islands",, Northern Mariana Islands,2013-05-14,2013,5,14,0
396,"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.5,23-04-2013 23:14,0,6,green,1,650,us,264,0.0,16.6,mww,10.0,-3.898,152.127,"Rabaul, Papua New Guinea",,Papua New Guinea,2013-04-23,2013,4,23,23
397,"M 6.6 - 56 km WSW of Linqiong, China",6.6,20-04-2013 00:02,8,8,red,0,2083,us,548,0.0,12.6,mww,14.0,30.308,102.888,"Linqiong, China",Asia,People's Republic of China,2013-04-20,2013,4,20,0
398,"M 7.2 - 252 km ENE of Kuril’sk, Russia",7.2,19-04-2013 03:05,5,7,green,1,804,us,770,0.0,10.1,mww,110.0,46.221,150.788,"Kuril’sk, Russia",Asia,Russia,2013-04-19,2013,4,19,3
399,"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.6,16-04-2013 22:55,7,7,green,1,672,us,445,0.0,11.0,mww,13.0,-3.214,142.542,"Aitape, Papua New Guinea",,Papua New Guinea,2013-04-16,2013,4,16,22
400,"M 7.7 - 79 km ESE of Kh?sh, Iran",7.7,16-04-2013 10:44,8,8,yellow,0,1421,us,506,0.0,26.6,mww,80.0,28.033,61.996,"Kh?sh, Iran",Asia,Iran,2013-04-16,2013,4,16,10
401,"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.6,14-04-2013 01:32,0,5,green,1,670,us,491,0.0,11.5,mww,31.0,-6.475,154.607,"Panguna, Papua New Guinea",, Papua New Guinea,2013-04-14,2013,4,14,1
402,"M 7.0 - 260 km WSW of Abepura, Indonesia",7.0,06-04-2013 04:42,3,7,green,1,755,us,640,0.0,11.4,mww,66.0,-3.517,138.476,"Abepura, Indonesia",,Indonesia,2013-06-04,2013,6,4,4
403,"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.5,10-03-2013 22:51,0,6,green,1,650,us,317,0.0,14.2,mww,28.0,-6.598,148.174,"Finschhafen, Papua New Guinea",,Papua New Guinea,2013-10-03,2013,10,3,22
404,"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.5,01-03-2013 13:20,3,6,green,0,651,us,480,0.0,20.7,mww,29.0,50.958,157.408,"Ozernovskiy, Russia",Asia, Russia,2013-01-03,2013,1,3,13
405,"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.9,28-02-2013 14:05,5,6,green,1,736,us,531,0.0,20.7,mww,41.0,50.954,157.283,"Ozernovskiy, Russia",Asia, Russia,2013-02-28,2013,2,28,14
406,"M 6.6 - 183 km SW of Belaya Gora, Russia",6.6,14-02-2013 13:13,0,7,green,1,670,us,697,0.0,15.3,mww,11.0,67.631,142.508,"Belaya Gora, Russia",Asia,Russia,2013-02-14,2013,2,14,13
407,"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.6,09-02-2013 21:02,0,6,green,1,670,us,421,0.0,16.6,mww,18.0,-10.994,165.741,"Lata, Solomon Islands",,Solomon Islands,2013-09-02,2013,9,2,21
408,"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.9,09-02-2013 14:16,5,5,green,1,904,us,562,0.0,23.7,mww,145.0,1.135,-77.393,"Yacuanquer, Colombia",South America,Colombia,2013-09-02,2013,9,2,14
409,"M 7.1 - 32 km SE of Lata, Solomon Islands",7.1,08-02-2013 15:26,9,6,green,1,780,us,334,0.0,16.5,mww,21.0,-10.928,166.018,"Lata, Solomon Islands",,Solomon Islands,2013-08-02,2013,8,2,15
410,"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,08-02-2013 11:12,0,7,green,1,711,us,400,0.0,17.5,mww,12.0,-10.838,165.969,"Lata, Solomon Islands",,Solomon Islands,2013-08-02,2013,8,2,11
411,"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,07-02-2013 18:59,0,6,green,1,691,us,387,0.0,26.5,mww,11.0,-10.997,165.655,"Lata, Solomon Islands",,Solomon Islands,2013-07-02,2013,7,2,18
412,"M 7.0 - 33 km NW of Lata, Solomon Islands",7.0,06-02-2013 01:54,0,6,green,0,754,us,445,0.0,17.5,mww,8.8,-10.499,165.588,"Lata, Solomon Islands",,Solomon Islands,2013-06-02,2013,6,2,1
413,"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,06-02-2013 01:23,0,5,green,0,776,us,550,0.0,18.4,mww,10.0,-11.183,164.882,"Lata, Solomon Islands",, Solomon Islands,2013-06-02,2013,6,2,1
414,"M 8.0 - 75 km W of Lata, Solomon Islands",8.0,06-02-2013 01:12,8,7,green,1,993,us,460,0.0,20.9,mww,24.0,-10.799,165.114,"Lata, Solomon Islands",, Solomon Islands,2013-06-02,2013,6,2,1
415,"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,02-02-2013 14:17,6,7,yellow,0,814,us,686,0.0,28.0,mww,107.0,42.77,143.092,"Obihiro, Japan",Asia,Japan,2013-02-02,2013,2,2,14
416,"M 6.8 - 54 km N of Vallenar, Chile",6.8,30-01-2013 20:15,6,7,green,0,771,us,596,0.0,19.3,mww,45.0,-28.094,-70.653,"Vallenar, Chile",South America,Chile,2013-01-30,2013,1,30,20
417,"M 7.5 - 110 km SW of Edna Bay, Alaska",7.5,05-01-2013 08:58,6,6,,0,1425,ak,0,0.0,0.0,mw,8.7,55.228,-134.859,"Edna Bay, Alaska",, Alaska,2013-05-01,2013,5,1,8
418,"M 6.7 - 59 km SSW of Sola, Vanuatu",6.7,21-12-2012 22:28,0,4,,0,691,us,521,0.0,13.7,mww,200.7,-14.344,167.286,"Sola, Vanuatu",,Vanuatu,2012-12-21,2012,12,21,22
419,M 7.1 - Banda Sea,7.1,10-12-2012 16:53,5,5,,0,843,us,517,0.0,8.7,mww,155.0,-6.533,129.825,Banda Sea,,Indonesia,2012-10-12,2012,10,12,16
420,"M 7.3 - 234 km SE of ?funato, Japan",7.3,07-12-2012 08:18,6,5,,0,1014,us,918,0.0,14.8,mww,31.0,37.89,143.949,"?funato, Japan",, Japan,2012-07-12,2012,7,12,8
421,"M 6.5 - 32 km SW of Champerico, Guatemala",6.5,11-11-2012 22:14,4,5,,0,708,us,598,0.0,57.3,mww,20.0,14.129,-92.164,"Champerico, Guatemala",, Guatemala,2012-11-11,2012,11,11,22
422,"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.8,11-11-2012 01:12,7,6,,0,795,us,391,0.0,13.7,mww,13.7,23.005,95.885,"Shwebo, Myanmar",Asia,Myanmar,2012-11-11,2012,11,11,1
423,"M 7.4 - 33 km S of Champerico, Guatemala",7.4,07-11-2012 16:35,8,7,yellow,0,1455,us,751,0.0,25.5,mww,24.0,13.988,-91.895,"Champerico, Guatemala",, Guatemala,2012-07-11,2012,7,11,16
424,"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,28-10-2012 03:04,8,7,,0,1726,us,807,0.0,42.7,mww,14.0,52.788,-132.101,"Prince Rupert, Canada",North America,Canada,2012-10-28,2012,10,28,3
425,M 6.5 - Costa Rica,6.5,24-10-2012 00:45,6,6,,0,745,us,691,0.0,34.4,mww,17.0,10.086,-85.298,Costa Rica,,Costa Rica,2012-10-24,2012,10,24,0
426,"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,12-10-2012 00:31,3,5,,0,675,us,291,0.0,17.7,mww,13.0,-4.892,134.03,"Tual, Indonesia",,Indonesia,2012-12-10,2012,12,10,0
427,"M 7.3 - 11 km WNW of San Agustín, Colombia",7.3,30-09-2012 16:31,7,6,,0,1221,us,934,0.0,15.5,mww,170.0,1.929,-76.362,"San Agustín, Colombia",South America,Colombia,2012-09-30,2012,9,30,16
428,"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.6,05-09-2012 14:42,8,7,,0,1555,us,703,0.0,34.3,mww,35.0,10.085,-85.315,"Hojancha, Costa Rica",,Costa Rica,2012-05-09,2012,5,9,14
429,"M 7.6 - 89 km E of Sulangan, Philippines",7.6,31-08-2012 12:47,8,5,,0,1115,us,682,0.0,10.2,mww,28.0,10.811,126.638,"Sulangan, Philippines",, Philippines,2012-08-31,2012,8,31,12
430,"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.3,27-08-2012 04:37,5,5,,0,994,us,417,0.0,37.0,mww,28.0,12.139,-88.59,"Puerto El Triunfo, El Salvador",, El Salvador,2012-08-27,2012,8,27,4
431,"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.6,26-08-2012 15:05,4,5,,0,678,us,497,0.0,14.6,mww,91.1,2.19,126.837,"Tobelo, Indonesia",,Indonesia,2012-08-26,2012,8,26,15
432,"M 7.7 - 156 km ENE of Poronaysk, Russia",7.7,14-08-2012 02:59,7,4,,0,941,us,862,0.0,13.8,mww,583.2,49.8,145.064,"Poronaysk, Russia",, Russia,2012-08-14,2012,8,14,2
433,"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.5,28-07-2012 20:03,5,6,,0,653,us,576,0.0,11.7,mww,41.0,-4.651,153.173,"Kokopo, Papua New Guinea",,Papua New Guinea,2012-07-28,2012,7,28,20
434,"M 6.6 - 76 km W of Neiafu, Tonga",6.6,28-04-2012 10:08,4,5,,0,675,us,529,0.0,15.7,mww,134.7,-18.685,-174.705,"Neiafu, Tonga",,Tonga,2012-04-28,2012,4,28,10
435,"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.7,21-04-2012 01:16,0,7,,0,691,us,370,0.0,15.4,mww,16.0,-1.617,134.276,"Manokwari, Indonesia",,Indonesia,2012-04-21,2012,4,21,1
436,"M 6.8 - 140 km N of Lae, Papua New Guinea",6.8,17-04-2012 07:13,6,5,,0,732,us,597,0.0,12.6,mww,198.0,-5.462,147.117,"Lae, Papua New Guinea",,Papua New Guinea,2012-04-17,2012,4,17,7
437,"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.7,17-04-2012 03:50,0,7,,0,691,us,518,0.0,26.9,mww,29.0,-32.625,-71.365,"Hacienda La Calera, Chile",South America,Chile,2012-04-17,2012,4,17,3
438,"M 7.0 - 69 km ENE of San Luis, Mexico",7.0,12-04-2012 07:15,7,7,,0,1000,us,474,0.0,95.9,mww,13.0,28.696,-113.104,"San Luis, Mexico",North America,Mexico,2012-12-04,2012,12,4,7
439,"M 6.5 - 41 km NW of El Habillal, Mexico",6.5,11-04-2012 22:55,7,6,,0,1171,us,599,0.0,54.1,mwb,20.0,18.229,-102.689,"El Habillal, Mexico",North America,Mexico,2012-11-04,2012,11,4,22
440,M 8.2 - off the west coast of northern Sumatra,8.2,11-04-2012 10:43,9,6,green,0,1213,us,341,0.0,14.9,mwc,25.1,0.802,92.463,off the west coast of northern Sumatra,,,2012-11-04,2012,11,4,10
441,M 8.6 - off the west coast of northern Sumatra,8.6,11-04-2012 08:38,9,7,yellow,0,2048,official,499,0.0,16.6,mw,20.0,2.327,93.063,off the west coast of northern Sumatra,,,2012-11-04,2012,11,4,8
442,"M 7.1 - 23 km NE of Constitución, Chile",7.1,25-03-2012 22:37,7,7,,0,1496,us,553,0.0,15.2,mww,40.7,-35.2,-72.217,"Constitución, Chile",South America,Chile,2012-03-25,2012,3,25,22
443,"M 6.6 - 11 km ENE of Kainantu, Papua New Guinea",6.6,21-03-2012 22:15,6,6,,0,709,us,640,0.0,10.1,mww,118.0,-6.242,145.955,"Kainantu, Papua New Guinea",,Papua New Guinea,2012-03-21,2012,3,21,22
444,"M 7.4 - 6 km E of Santiago Llano Grande, Mexico",7.4,20-03-2012 18:02,9,8,,0,1752,us,672,0.0,37.9,mww,20.0,16.493,-98.231,"Santiago Llano Grande, Mexico",North America,Mexico,2012-03-20,2012,3,20,18
445,"M 6.7 - 38 km NE of Saryg-Sep, Russia",6.7,26-02-2012 06:17,7,7,,0,833,us,596,0.0,13.4,mww,12.0,51.708,95.991,"Saryg-Sep, Russia",Asia,Russia,2012-02-26,2012,2,26,6
446,"M 6.7 - 2 km NNE of Jimalalud, Philippines",6.7,06-02-2012 03:49,9,7,,0,1551,us,572,0.0,11.1,mww,11.0,9.999,123.206,"Jimalalud, Philippines",,Philippines,2012-06-02,2012,6,2,3
447,"M 7.1 - 125 km W of Port-Vila, Vanuatu",7.1,02-02-2012 13:34,5,5,,0,793,us,573,0.0,12.0,mww,23.0,-17.827,167.133,"Port-Vila, Vanuatu",, Vanuatu,2012-02-02,2012,2,2,13
448,M 7.2 - off the west coast of northern Sumatra,7.2,10-01-2012 18:36,4,4,,0,838,us,443,0.0,17.0,mww,19.0,2.433,93.21,off the west coast of northern Sumatra,,,2012-10-01,2012,10,1,18
449,"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.6,27-12-2011 15:21,0,7,,0,670,us,545,0.0,17.6,mww,15.0,51.842,95.911,"Saryg-Sep, Russia",Asia,Russia,2011-12-27,2011,12,27,15
450,"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.1,14-12-2011 05:04,6,6,,0,834,us,485,0.0,10.6,mww,135.0,-7.551,146.809,"Wau, Papua New Guinea",,Papua New Guinea,2011-12-14,2011,12,14,5
451,"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.5,11-12-2011 01:47,8,7,,0,1400,us,578,0.0,38.6,mww,59.0,17.986,-99.789,"Nuevo Balsas, Mexico",North America,Mexico,2011-11-12,2011,11,12,1
452,"M 6.9 - 39 km SW of Santiago, Peru",6.9,28-10-2011 18:54,6,7,,0,847,us,474,0.0,46.5,mww,24.0,-14.438,-75.966,"Santiago, Peru",South America,Peru,2011-10-28,2011,10,28,18
453,"M 7.1 - 27 km NNE of Van, Turkey",7.1,23-10-2011 10:41,9,9,,0,1096,us,693,0.0,19.7,mww,18.0,38.721,43.508,"Van, Turkey",Asia,Turkey,2011-10-23,2011,10,23,10
454,"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.5,14-10-2011 03:35,3,6,,0,655,us,423,0.0,12.6,mww,37.0,-6.57,147.881,"Finschhafen, Papua New Guinea",,Papua New Guinea,2011-10-14,2011,10,14,3
455,"M 6.9 - 43 km NW of Mangan, India",6.9,18-09-2011 12:40,8,8,,0,1562,us,383,0.0,13.0,mww,50.0,27.73,88.155,"Mangan, India",Asia,India,2011-09-18,2011,9,18,12
456,"M 6.7 - 99 km NE of Miyako, Japan",6.7,16-09-2011 19:26,5,5,,0,712,us,667,0.0,10.9,mwc,30.0,40.273,142.779,"Miyako, Japan",, Japan,2011-09-16,2011,9,16,19
457,"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.7,05-09-2011 17:55,5,6,,0,915,us,447,0.0,15.3,mww,91.0,2.965,97.893,"Kabanjahe, Indonesia",,Indonesia,2011-05-09,2011,5,9,17
458,"M 7.0 - 133 km SSE of Isangel, Vanuatu",7.0,03-09-2011 22:55,7,5,,0,761,us,406,0.0,15.3,mww,185.1,-20.671,169.716,"Isangel, Vanuatu",, Vanuatu,2011-03-09,2011,3,9,22
459,"M 7.0 - 64 km ESE of Contamana, Peru",7.0,24-08-2011 17:46,6,6,,0,913,us,471,0.0,26.9,mww,147.0,-7.641,-74.525,"Contamana, Peru",South America,Peru,2011-08-24,2011,8,24,17
460,"M 7.1 - 64 km S of Port-Vila, Vanuatu",7.1,20-08-2011 18:19,5,6,,0,787,us,564,0.0,12.3,mww,28.0,-18.311,168.218,"Port-Vila, Vanuatu",, Vanuatu,2011-08-20,2011,8,20,18
461,"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.5,20-08-2011 17:13,0,5,,0,650,us,322,0.0,15.0,mwc,35.0,-18.308,168.156,"Port-Vila, Vanuatu",, Vanuatu,2011-08-20,2011,8,20,17
462,"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.2,20-08-2011 16:55,8,6,,0,813,us,280,0.0,18.4,mww,32.0,-18.365,168.143,"Port-Vila, Vanuatu",, Vanuatu,2011-08-20,2011,8,20,16
463,"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.6,31-07-2011 23:38,3,6,,0,674,us,229,0.0,16.6,mww,10.0,-3.518,144.828,"Angoram, Papua New Guinea",,Papua New Guinea,2011-07-31,2011,7,31,23
464,M 7.6 - Kermadec Islands region,7.6,06-07-2011 19:03,3,7,,0,893,us,567,0.0,33.5,mww,17.0,-29.539,-176.34,Kermadec Islands region,,,2011-06-07,2011,6,7,19
465,"M 6.7 - 41 km NNE of Miyako, Japan",6.7,22-06-2011 21:50,6,6,,0,749,us,592,0.0,24.9,mww,33.0,39.955,142.205,"Miyako, Japan",Asia,Japan,2011-06-22,2011,6,22,21
466,"M 6.8 - 124 km NE of Wé, New Caledonia",6.8,10-05-2011 08:55,4,5,,0,734,us,519,0.0,12.5,mww,11.0,-20.244,168.226,"Wé, New Caledonia",, New Caledonia,2011-10-05,2011,10,5,8
467,"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.8,23-04-2011 04:16,5,6,,0,719,us,445,0.0,13.0,mww,79.0,-10.375,161.2,"Kirakira, Solomon Islands",,Solomon Islands,2011-04-23,2011,4,23,4
468,"M 6.6 - 17 km SSW of Ishikawa, Japan",6.6,11-04-2011 08:16,7,7,,0,822,us,586,0.0,10.1,mww,11.0,37.001,140.401,"Ishikawa, Japan",Asia,Japan,2011-11-04,2011,11,4,8
